date_time,game_count,day_of_week,hour_of_day,num_day_of_week,month,day_of_month
2016-04-23 06:00:00,13,sat,6,5,4,23
2016-04-23 07:00:00,14,sat,7,5,4,23
2016-04-23 08:00:00,7,sat,8,5,4,23
2016-04-23 09:00:00,12,sat,9,5,4,23
2016-04-23 10:00:00,19,sat,10,5,4,23
2016-04-23 11:00:00,22,sat,11,5,4,23
2016-04-23 12:00:00,54,sat,12,5,4,23
2016-04-23 13:00:00,59,sat,13,5,4,23
2016-04-23 14:00:00,50,sat,14,5,4,23
2016-04-23 15:00:00,9,sat,15,5,4,23
2016-04-23 16:00:00,18,sat,16,5,4,23
2016-04-23 17:00:00,13,sat,17,5,4,23
2016-04-23 18:00:00,13,sat,18,5,4,23
2016-04-23 19:00:00,5,sat,19,5,4,23
2016-04-23 20:00:00,15,sat,20,5,4,23
2016-04-23 21:00:00,38,sat,21,5,4,23
2016-04-23 22:00:00,43,sat,22,5,4,23
2016-04-23 23:00:00,1,sat,23,5,4,23
2016-04-24 00:00:00,34,sun,0,6,4,24
2016-04-24 01:00:00,20,sun,1,6,4,24
2016-04-24 02:00:00,21,sun,2,6,4,24
2016-04-24 03:00:00,12,sun,3,6,4,24
2016-04-24 04:00:00,19,sun,4,6,4,24
2016-04-24 05:00:00,12,sun,5,6,4,24
2016-04-24 06:00:00,18,sun,6,6,4,24
2016-04-24 07:00:00,17,sun,7,6,4,24
2016-04-24 08:00:00,21,sun,8,6,4,24
2016-04-24 09:00:00,26,sun,9,6,4,24
2016-04-24 10:00:00,16,sun,10,6,4,24
2016-04-24 11:00:00,11,sun,11,6,4,24
2016-04-24 12:00:00,34,sun,12,6,4,24
2016-04-24 13:00:00,53,sun,13,6,4,24
2016-04-24 14:00:00,61,sun,14,6,4,24
2016-04-24 15:00:00,11,sun,15,6,4,24
2016-04-24 16:00:00,17,sun,16,6,4,24
2016-04-24 17:00:00,11,sun,17,6,4,24
2016-04-24 18:00:00,1,sun,18,6,4,24
2016-04-24 19:00:00,0,sun,19,6,4,24
2016-04-24 20:00:00,2,sun,20,6,4,24
2016-04-24 21:00:00,4,sun,21,6,4,24
2016-04-24 22:00:00,20,sun,22,6,4,24
2016-04-24 23:00:00,30,sun,23,6,4,24
2016-04-25 00:00:00,33,mon,0,0,4,25
2016-04-25 01:00:00,20,mon,1,0,4,25
2016-04-25 02:00:00,20,mon,2,0,4,25
2016-04-25 03:00:00,22,mon,3,0,4,25
2016-04-25 04:00:00,40,mon,4,0,4,25
2016-04-25 05:00:00,29,mon,5,0,4,25
2016-04-25 06:00:00,15,mon,6,0,4,25
2016-04-25 07:00:00,11,mon,7,0,4,25
2016-04-25 08:00:00,41,mon,8,0,4,25
2016-04-25 09:00:00,46,mon,9,0,4,25
2016-04-25 10:00:00,42,mon,10,0,4,25
2016-04-25 11:00:00,34,mon,11,0,4,25
2016-04-25 12:00:00,19,mon,12,0,4,25
2016-04-25 13:00:00,32,mon,13,0,4,25
2016-04-25 14:00:00,28,mon,14,0,4,25
2016-04-25 15:00:00,25,mon,15,0,4,25
2016-04-25 16:00:00,27,mon,16,0,4,25
2016-04-25 17:00:00,27,mon,17,0,4,25
2016-04-25 18:00:00,33,mon,18,0,4,25
2016-04-25 19:00:00,20,mon,19,0,4,25
2016-04-25 20:00:00,32,mon,20,0,4,25
2016-04-25 21:00:00,24,mon,21,0,4,25
2016-04-25 22:00:00,47,mon,22,0,4,25
2016-04-25 23:00:00,22,mon,23,0,4,25
2016-04-26 00:00:00,33,tue,0,1,4,26
2016-04-26 01:00:00,21,tue,1,1,4,26
2016-04-26 02:00:00,36,tue,2,1,4,26
2016-04-26 03:00:00,23,tue,3,1,4,26
2016-04-26 04:00:00,8,tue,4,1,4,26
2016-04-26 05:00:00,19,tue,5,1,4,26
2016-04-26 06:00:00,24,tue,6,1,4,26
2016-04-26 07:00:00,27,tue,7,1,4,26
2016-04-26 08:00:00,17,tue,8,1,4,26
2016-04-26 09:00:00,31,tue,9,1,4,26
2016-04-26 10:00:00,24,tue,10,1,4,26
2016-04-26 11:00:00,34,tue,11,1,4,26
2016-04-26 12:00:00,19,tue,12,1,4,26
2016-04-26 13:00:00,37,tue,13,1,4,26
2016-04-26 14:00:00,19,tue,14,1,4,26
2016-04-26 15:00:00,16,tue,15,1,4,26
2016-04-26 16:00:00,28,tue,16,1,4,26
2016-04-26 17:00:00,27,tue,17,1,4,26
2016-04-26 18:00:00,35,tue,18,1,4,26
2016-04-26 19:00:00,41,tue,19,1,4,26
2016-04-26 20:00:00,32,tue,20,1,4,26
2016-04-26 21:00:00,15,tue,21,1,4,26
2016-04-26 22:00:00,10,tue,22,1,4,26
2016-04-26 23:00:00,6,tue,23,1,4,26
2016-04-27 00:00:00,9,wed,0,2,4,27
2016-04-27 01:00:00,12,wed,1,2,4,27
2016-04-27 02:00:00,10,wed,2,2,4,27
2016-04-27 03:00:00,22,wed,3,2,4,27
2016-04-27 04:00:00,6,wed,4,2,4,27
2016-04-27 05:00:00,6,wed,5,2,4,27
2016-04-27 06:00:00,24,wed,6,2,4,27
2016-04-27 07:00:00,15,wed,7,2,4,27
2016-04-27 08:00:00,17,wed,8,2,4,27
2016-04-27 09:00:00,20,wed,9,2,4,27
2016-04-27 10:00:00,1,wed,10,2,4,27
2016-04-27 11:00:00,10,wed,11,2,4,27
2016-04-27 12:00:00,4,wed,12,2,4,27
2016-04-27 13:00:00,9,wed,13,2,4,27
2016-04-27 14:00:00,18,wed,14,2,4,27
2016-04-27 15:00:00,31,wed,15,2,4,27
2016-04-27 16:00:00,21,wed,16,2,4,27
2016-04-27 17:00:00,36,wed,17,2,4,27
2016-04-27 18:00:00,36,wed,18,2,4,27
2016-04-27 19:00:00,30,wed,19,2,4,27
2016-04-27 20:00:00,73,wed,20,2,4,27
2016-04-27 21:00:00,21,wed,21,2,4,27
2016-04-27 22:00:00,24,wed,22,2,4,27
2016-04-27 23:00:00,16,wed,23,2,4,27
2016-04-28 00:00:00,13,thur,0,3,4,28
2016-04-28 01:00:00,4,thur,1,3,4,28
2016-04-28 02:00:00,16,thur,2,3,4,28
2016-04-28 03:00:00,27,thur,3,3,4,28
2016-04-28 04:00:00,24,thur,4,3,4,28
2016-04-28 05:00:00,12,thur,5,3,4,28
2016-04-28 06:00:00,3,thur,6,3,4,28
2016-04-28 07:00:00,9,thur,7,3,4,28
2016-04-28 08:00:00,5,thur,8,3,4,28
2016-04-28 09:00:00,16,thur,9,3,4,28
2016-04-28 10:00:00,10,thur,10,3,4,28
2016-04-28 11:00:00,4,thur,11,3,4,28
2016-04-28 12:00:00,9,thur,12,3,4,28
2016-04-28 13:00:00,16,thur,13,3,4,28
2016-04-28 14:00:00,26,thur,14,3,4,28
2016-04-28 15:00:00,36,thur,15,3,4,28
2016-04-28 16:00:00,29,thur,16,3,4,28
2016-04-28 17:00:00,20,thur,17,3,4,28
2016-04-28 18:00:00,13,thur,18,3,4,28
2016-04-28 19:00:00,39,thur,19,3,4,28
2016-04-28 20:00:00,27,thur,20,3,4,28
2016-04-28 21:00:00,14,thur,21,3,4,28
2016-04-28 22:00:00,20,thur,22,3,4,28
2016-04-28 23:00:00,31,thur,23,3,4,28
2016-04-29 00:00:00,36,fri,0,4,4,29
2016-04-29 01:00:00,31,fri,1,4,4,29
2016-04-29 02:00:00,21,fri,2,4,4,29
2016-04-29 03:00:00,7,fri,3,4,4,29
2016-04-29 04:00:00,3,fri,4,4,4,29
2016-04-29 05:00:00,5,fri,5,4,4,29
2016-04-29 06:00:00,16,fri,6,4,4,29
2016-04-29 07:00:00,8,fri,7,4,4,29
2016-04-29 08:00:00,19,fri,8,4,4,29
2016-04-29 09:00:00,8,fri,9,4,4,29
2016-04-29 10:00:00,14,fri,10,4,4,29
2016-04-29 11:00:00,18,fri,11,4,4,29
2016-04-29 12:00:00,12,fri,12,4,4,29
2016-04-29 13:00:00,15,fri,13,4,4,29
2016-04-29 14:00:00,27,fri,14,4,4,29
2016-04-29 15:00:00,9,fri,15,4,4,29
2016-04-29 16:00:00,28,fri,16,4,4,29
2016-04-29 17:00:00,14,fri,17,4,4,29
2016-04-29 18:00:00,31,fri,18,4,4,29
2016-04-29 19:00:00,7,fri,19,4,4,29
2016-04-29 20:00:00,22,fri,20,4,4,29
2016-04-29 21:00:00,27,fri,21,4,4,29
2016-04-29 22:00:00,44,fri,22,4,4,29
2016-04-29 23:00:00,61,fri,23,4,4,29
2016-04-30 00:00:00,30,sat,0,5,4,30
2016-04-30 01:00:00,9,sat,1,5,4,30
2016-04-30 02:00:00,36,sat,2,5,4,30
2016-04-30 03:00:00,24,sat,3,5,4,30
2016-04-30 04:00:00,10,sat,4,5,4,30
2016-04-30 05:00:00,17,sat,5,5,4,30
2016-04-30 06:00:00,7,sat,6,5,4,30
2016-04-30 07:00:00,11,sat,7,5,4,30
2016-04-30 08:00:00,15,sat,8,5,4,30
2016-04-30 09:00:00,33,sat,9,5,4,30
2016-04-30 10:00:00,28,sat,10,5,4,30
2016-04-30 11:00:00,14,sat,11,5,4,30
2016-04-30 12:00:00,34,sat,12,5,4,30
2016-04-30 13:00:00,31,sat,13,5,4,30
2016-04-30 14:00:00,53,sat,14,5,4,30
2016-04-30 15:00:00,51,sat,15,5,4,30
2016-04-30 16:00:00,35,sat,16,5,4,30
2016-04-30 17:00:00,13,sat,17,5,4,30
2016-04-30 18:00:00,6,sat,18,5,4,30
2016-04-30 19:00:00,8,sat,19,5,4,30
2016-04-30 20:00:00,8,sat,20,5,4,30
2016-04-30 21:00:00,33,sat,21,5,4,30
2016-04-30 22:00:00,44,sat,22,5,4,30
2016-04-30 23:00:00,28,sat,23,5,4,30
2016-05-01 00:00:00,33,sun,0,6,5,1
2016-05-01 01:00:00,39,sun,1,6,5,1
2016-05-01 02:00:00,25,sun,2,6,5,1
2016-05-01 03:00:00,32,sun,3,6,5,1
2016-05-01 04:00:00,27,sun,4,6,5,1
2016-05-01 05:00:00,27,sun,5,6,5,1
2016-05-01 06:00:00,19,sun,6,6,5,1
2016-05-01 07:00:00,12,sun,7,6,5,1
2016-05-01 08:00:00,32,sun,8,6,5,1
2016-05-01 09:00:00,16,sun,9,6,5,1
2016-05-01 10:00:00,24,sun,10,6,5,1
2016-05-01 11:00:00,39,sun,11,6,5,1
2016-05-01 12:00:00,30,sun,12,6,5,1
2016-05-01 13:00:00,15,sun,13,6,5,1
2016-05-01 14:00:00,48,sun,14,6,5,1
2016-05-01 15:00:00,31,sun,15,6,5,1
2016-05-01 16:00:00,1,sun,16,6,5,1
2016-05-01 17:00:00,0,sun,17,6,5,1
2016-05-01 18:00:00,3,sun,18,6,5,1
2016-05-01 19:00:00,7,sun,19,6,5,1
2016-05-01 20:00:00,0,sun,20,6,5,1
2016-05-01 21:00:00,1,sun,21,6,5,1
2016-05-01 22:00:00,6,sun,22,6,5,1
2016-05-01 23:00:00,12,sun,23,6,5,1
2016-05-02 00:00:00,33,mon,0,0,5,2
2016-05-02 01:00:00,17,mon,1,0,5,2
2016-05-02 02:00:00,21,mon,2,0,5,2
2016-05-02 03:00:00,30,mon,3,0,5,2
2016-05-02 04:00:00,20,mon,4,0,5,2
2016-05-02 05:00:00,27,mon,5,0,5,2
2016-05-02 06:00:00,25,mon,6,0,5,2
2016-05-02 07:00:00,22,mon,7,0,5,2
2016-05-02 08:00:00,33,mon,8,0,5,2
2016-05-02 09:00:00,33,mon,9,0,5,2
2016-05-02 10:00:00,24,mon,10,0,5,2
2016-05-02 11:00:00,33,mon,11,0,5,2
2016-05-02 12:00:00,34,mon,12,0,5,2
2016-05-02 13:00:00,52,mon,13,0,5,2
2016-05-02 14:00:00,35,mon,14,0,5,2
2016-05-02 15:00:00,20,mon,15,0,5,2
2016-05-02 16:00:00,25,mon,16,0,5,2
2016-05-02 17:00:00,33,mon,17,0,5,2
2016-05-02 18:00:00,54,mon,18,0,5,2
2016-05-02 19:00:00,30,mon,19,0,5,2
2016-05-02 20:00:00,40,mon,20,0,5,2
2016-05-02 21:00:00,33,mon,21,0,5,2
2016-05-02 22:00:00,47,mon,22,0,5,2
2016-05-02 23:00:00,91,mon,23,0,5,2
2016-05-03 00:00:00,93,tue,0,1,5,3
2016-05-03 01:00:00,49,tue,1,1,5,3
2016-05-03 02:00:00,12,tue,2,1,5,3
2016-05-03 03:00:00,28,tue,3,1,5,3
2016-05-03 04:00:00,45,tue,4,1,5,3
2016-05-03 05:00:00,24,tue,5,1,5,3
2016-05-03 06:00:00,40,tue,6,1,5,3
2016-05-03 07:00:00,11,tue,7,1,5,3
2016-05-03 08:00:00,14,tue,8,1,5,3
2016-05-03 09:00:00,14,tue,9,1,5,3
2016-05-03 10:00:00,21,tue,10,1,5,3
2016-05-03 11:00:00,32,tue,11,1,5,3
2016-05-03 12:00:00,21,tue,12,1,5,3
2016-05-03 13:00:00,21,tue,13,1,5,3
2016-05-03 14:00:00,17,tue,14,1,5,3
2016-05-03 15:00:00,56,tue,15,1,5,3
2016-05-03 16:00:00,32,tue,16,1,5,3
2016-05-03 17:00:00,5,tue,17,1,5,3
2016-05-03 18:00:00,8,tue,18,1,5,3
2016-05-03 19:00:00,6,tue,19,1,5,3
2016-05-03 20:00:00,13,tue,20,1,5,3
2016-05-03 21:00:00,26,tue,21,1,5,3
2016-05-03 22:00:00,33,tue,22,1,5,3
2016-05-03 23:00:00,37,tue,23,1,5,3
2016-05-04 00:00:00,27,wed,0,2,5,4
2016-05-04 01:00:00,34,wed,1,2,5,4
2016-05-04 02:00:00,20,wed,2,2,5,4
2016-05-04 03:00:00,33,wed,3,2,5,4
2016-05-04 04:00:00,45,wed,4,2,5,4
2016-05-04 05:00:00,24,wed,5,2,5,4
2016-05-04 06:00:00,8,wed,6,2,5,4
2016-05-04 07:00:00,13,wed,7,2,5,4
2016-05-04 08:00:00,16,wed,8,2,5,4
2016-05-04 09:00:00,24,wed,9,2,5,4
2016-05-04 10:00:00,16,wed,10,2,5,4
2016-05-04 11:00:00,22,wed,11,2,5,4
2016-05-04 12:00:00,26,wed,12,2,5,4
2016-05-04 13:00:00,15,wed,13,2,5,4
2016-05-04 14:00:00,22,wed,14,2,5,4
2016-05-04 15:00:00,44,wed,15,2,5,4
2016-05-04 16:00:00,18,wed,16,2,5,4
2016-05-04 17:00:00,3,wed,17,2,5,4
2016-05-04 18:00:00,2,wed,18,2,5,4
2016-05-04 19:00:00,6,wed,19,2,5,4
2016-05-04 20:00:00,21,wed,20,2,5,4
2016-05-04 21:00:00,26,wed,21,2,5,4
2016-05-04 22:00:00,21,wed,22,2,5,4
2016-05-04 23:00:00,21,wed,23,2,5,4
2016-05-05 00:00:00,26,thur,0,3,5,5
2016-05-05 01:00:00,19,thur,1,3,5,5
2016-05-05 02:00:00,15,thur,2,3,5,5
2016-05-05 03:00:00,4,thur,3,3,5,5
2016-05-05 04:00:00,28,thur,4,3,5,5
2016-05-05 05:00:00,34,thur,5,3,5,5
2016-05-05 06:00:00,29,thur,6,3,5,5
2016-05-05 07:00:00,17,thur,7,3,5,5
2016-05-05 08:00:00,12,thur,8,3,5,5
2016-05-05 09:00:00,13,thur,9,3,5,5
2016-05-05 10:00:00,23,thur,10,3,5,5
2016-05-05 11:00:00,43,thur,11,3,5,5
2016-05-05 12:00:00,31,thur,12,3,5,5
2016-05-05 13:00:00,36,thur,13,3,5,5
2016-05-05 14:00:00,41,thur,14,3,5,5
2016-05-05 15:00:00,28,thur,15,3,5,5
2016-05-05 16:00:00,37,thur,16,3,5,5
2016-05-05 17:00:00,29,thur,17,3,5,5
2016-05-05 18:00:00,16,thur,18,3,5,5
2016-05-05 19:00:00,23,thur,19,3,5,5
2016-05-05 20:00:00,49,thur,20,3,5,5
2016-05-05 21:00:00,50,thur,21,3,5,5
2016-05-05 22:00:00,88,thur,22,3,5,5
2016-05-05 23:00:00,35,thur,23,3,5,5
2016-05-06 00:00:00,42,fri,0,4,5,6
2016-05-06 01:00:00,37,fri,1,4,5,6
2016-05-06 02:00:00,22,fri,2,4,5,6
2016-05-06 03:00:00,15,fri,3,4,5,6
2016-05-06 04:00:00,42,fri,4,4,5,6
2016-05-06 05:00:00,19,fri,5,4,5,6
2016-05-06 06:00:00,29,fri,6,4,5,6
2016-05-06 07:00:00,14,fri,7,4,5,6
2016-05-06 08:00:00,17,fri,8,4,5,6
2016-05-06 09:00:00,25,fri,9,4,5,6
2016-05-06 10:00:00,14,fri,10,4,5,6
2016-05-06 11:00:00,19,fri,11,4,5,6
2016-05-06 12:00:00,20,fri,12,4,5,6
2016-05-06 13:00:00,50,fri,13,4,5,6
2016-05-06 14:00:00,36,fri,14,4,5,6
2016-05-06 15:00:00,37,fri,15,4,5,6
2016-05-06 16:00:00,40,fri,16,4,5,6
2016-05-06 17:00:00,29,fri,17,4,5,6
2016-05-06 18:00:00,40,fri,18,4,5,6
2016-05-06 19:00:00,43,fri,19,4,5,6
2016-05-06 20:00:00,75,fri,20,4,5,6
2016-05-06 21:00:00,59,fri,21,4,5,6
2016-05-06 22:00:00,82,fri,22,4,5,6
2016-05-06 23:00:00,34,fri,23,4,5,6
2016-05-07 00:00:00,44,sat,0,5,5,7
2016-05-07 01:00:00,23,sat,1,5,5,7
2016-05-07 02:00:00,20,sat,2,5,5,7
2016-05-07 03:00:00,27,sat,3,5,5,7
2016-05-07 04:00:00,14,sat,4,5,5,7
2016-05-07 05:00:00,11,sat,5,5,5,7
2016-05-07 06:00:00,8,sat,6,5,5,7
2016-05-07 07:00:00,13,sat,7,5,5,7
2016-05-07 08:00:00,7,sat,8,5,5,7
2016-05-07 09:00:00,15,sat,9,5,5,7
2016-05-07 10:00:00,16,sat,10,5,5,7
2016-05-07 11:00:00,17,sat,11,5,5,7
2016-05-07 12:00:00,27,sat,12,5,5,7
2016-05-07 13:00:00,20,sat,13,5,5,7
2016-05-07 14:00:00,26,sat,14,5,5,7
2016-05-07 15:00:00,45,sat,15,5,5,7
2016-05-07 16:00:00,12,sat,16,5,5,7
2016-05-07 17:00:00,12,sat,17,5,5,7
2016-05-07 18:00:00,3,sat,18,5,5,7
2016-05-07 19:00:00,14,sat,19,5,5,7
2016-05-07 20:00:00,35,sat,20,5,5,7
2016-05-07 21:00:00,55,sat,21,5,5,7
2016-05-07 22:00:00,38,sat,22,5,5,7
2016-05-07 23:00:00,24,sat,23,5,5,7
2016-05-08 00:00:00,26,sun,0,6,5,8
2016-05-08 01:00:00,21,sun,1,6,5,8
2016-05-08 02:00:00,19,sun,2,6,5,8
2016-05-08 03:00:00,21,sun,3,6,5,8
2016-05-08 04:00:00,18,sun,4,6,5,8
2016-05-08 05:00:00,22,sun,5,6,5,8
2016-05-08 06:00:00,25,sun,6,6,5,8
2016-05-08 07:00:00,15,sun,7,6,5,8
2016-05-08 08:00:00,31,sun,8,6,5,8
2016-05-08 09:00:00,31,sun,9,6,5,8
2016-05-08 10:00:00,29,sun,10,6,5,8
2016-05-08 11:00:00,23,sun,11,6,5,8
2016-05-08 12:00:00,28,sun,12,6,5,8
2016-05-08 13:00:00,28,sun,13,6,5,8
2016-05-08 14:00:00,26,sun,14,6,5,8
2016-05-08 15:00:00,22,sun,15,6,5,8
2016-05-08 16:00:00,4,sun,16,6,5,8
2016-05-08 17:00:00,1,sun,17,6,5,8
2016-05-08 18:00:00,2,sun,18,6,5,8
2016-05-08 19:00:00,8,sun,19,6,5,8
2016-05-08 20:00:00,5,sun,20,6,5,8
2016-05-08 21:00:00,15,sun,21,6,5,8
2016-05-08 22:00:00,38,sun,22,6,5,8
2016-05-08 23:00:00,4,sun,23,6,5,8
2016-05-09 00:00:00,25,mon,0,0,5,9
2016-05-09 01:00:00,19,mon,1,0,5,9
2016-05-09 02:00:00,19,mon,2,0,5,9
2016-05-09 03:00:00,14,mon,3,0,5,9
2016-05-09 04:00:00,13,mon,4,0,5,9
2016-05-09 05:00:00,12,mon,5,0,5,9
2016-05-09 06:00:00,21,mon,6,0,5,9
2016-05-09 07:00:00,17,mon,7,0,5,9
2016-05-09 08:00:00,34,mon,8,0,5,9
2016-05-09 09:00:00,26,mon,9,0,5,9
2016-05-09 10:00:00,47,mon,10,0,5,9
2016-05-09 11:00:00,30,mon,11,0,5,9
2016-05-09 12:00:00,61,mon,12,0,5,9
2016-05-09 13:00:00,26,mon,13,0,5,9
2016-05-09 14:00:00,24,mon,14,0,5,9
2016-05-09 15:00:00,61,mon,15,0,5,9
2016-05-09 16:00:00,19,mon,16,0,5,9
2016-05-09 17:00:00,22,mon,17,0,5,9
2016-05-09 18:00:00,29,mon,18,0,5,9
2016-05-09 19:00:00,31,mon,19,0,5,9
2016-05-09 20:00:00,18,mon,20,0,5,9
2016-05-09 21:00:00,27,mon,21,0,5,9
2016-05-09 22:00:00,28,mon,22,0,5,9
2016-05-09 23:00:00,27,mon,23,0,5,9
2016-05-10 00:00:00,25,tue,0,1,5,10
2016-05-10 01:00:00,20,tue,1,1,5,10
2016-05-10 02:00:00,25,tue,2,1,5,10
2016-05-10 03:00:00,18,tue,3,1,5,10
2016-05-10 04:00:00,17,tue,4,1,5,10
2016-05-10 05:00:00,16,tue,5,1,5,10
2016-05-10 06:00:00,6,tue,6,1,5,10
2016-05-10 07:00:00,9,tue,7,1,5,10
2016-05-10 08:00:00,15,tue,8,1,5,10
2016-05-10 09:00:00,20,tue,9,1,5,10
2016-05-10 10:00:00,21,tue,10,1,5,10
2016-05-10 11:00:00,27,tue,11,1,5,10
2016-05-10 12:00:00,29,tue,12,1,5,10
2016-05-10 13:00:00,18,tue,13,1,5,10
2016-05-10 14:00:00,36,tue,14,1,5,10
2016-05-10 15:00:00,16,tue,15,1,5,10
2016-05-10 16:00:00,29,tue,16,1,5,10
2016-05-10 17:00:00,25,tue,17,1,5,10
2016-05-10 18:00:00,16,tue,18,1,5,10
2016-05-10 19:00:00,26,tue,19,1,5,10
2016-05-10 20:00:00,27,tue,20,1,5,10
2016-05-10 21:00:00,43,tue,21,1,5,10
2016-05-10 22:00:00,29,tue,22,1,5,10
2016-05-10 23:00:00,30,tue,23,1,5,10
2016-05-11 00:00:00,33,wed,0,2,5,11
2016-05-11 01:00:00,28,wed,1,2,5,11
2016-05-11 02:00:00,34,wed,2,2,5,11
2016-05-11 03:00:00,38,wed,3,2,5,11
2016-05-11 04:00:00,26,wed,4,2,5,11
2016-05-11 05:00:00,10,wed,5,2,5,11
2016-05-11 06:00:00,7,wed,6,2,5,11
2016-05-11 07:00:00,12,wed,7,2,5,11
2016-05-11 08:00:00,15,wed,8,2,5,11
2016-05-11 09:00:00,6,wed,9,2,5,11
2016-05-11 10:00:00,16,wed,10,2,5,11
2016-05-11 11:00:00,23,wed,11,2,5,11
2016-05-11 12:00:00,36,wed,12,2,5,11
2016-05-11 13:00:00,37,wed,13,2,5,11
2016-05-11 14:00:00,64,wed,14,2,5,11
2016-05-11 15:00:00,20,wed,15,2,5,11
2016-05-11 16:00:00,10,wed,16,2,5,11
2016-05-11 17:00:00,8,wed,17,2,5,11
2016-05-11 18:00:00,10,wed,18,2,5,11
2016-05-11 19:00:00,12,wed,19,2,5,11
2016-05-11 20:00:00,26,wed,20,2,5,11
2016-05-11 21:00:00,18,wed,21,2,5,11
2016-05-11 22:00:00,13,wed,22,2,5,11
2016-05-11 23:00:00,19,wed,23,2,5,11
2016-05-12 00:00:00,22,thur,0,3,5,12
2016-05-12 01:00:00,23,thur,1,3,5,12
2016-05-12 02:00:00,34,thur,2,3,5,12
2016-05-12 03:00:00,32,thur,3,3,5,12
2016-05-12 04:00:00,17,thur,4,3,5,12
2016-05-12 05:00:00,29,thur,5,3,5,12
2016-05-12 06:00:00,23,thur,6,3,5,12
2016-05-12 07:00:00,14,thur,7,3,5,12
2016-05-12 08:00:00,6,thur,8,3,5,12
2016-05-12 09:00:00,9,thur,9,3,5,12
2016-05-12 10:00:00,8,thur,10,3,5,12
2016-05-12 11:00:00,23,thur,11,3,5,12
2016-05-12 12:00:00,30,thur,12,3,5,12
2016-05-12 13:00:00,29,thur,13,3,5,12
2016-05-12 14:00:00,38,thur,14,3,5,12
2016-05-12 15:00:00,23,thur,15,3,5,12
2016-05-12 16:00:00,11,thur,16,3,5,12
2016-05-12 17:00:00,17,thur,17,3,5,12
2016-05-12 18:00:00,16,thur,18,3,5,12
2016-05-12 19:00:00,27,thur,19,3,5,12
2016-05-12 20:00:00,36,thur,20,3,5,12
2016-05-12 21:00:00,55,thur,21,3,5,12
2016-05-12 22:00:00,34,thur,22,3,5,12
2016-05-12 23:00:00,29,thur,23,3,5,12
2016-05-13 00:00:00,12,fri,0,4,5,13
2016-05-13 01:00:00,35,fri,1,4,5,13
2016-05-13 02:00:00,11,fri,2,4,5,13
2016-05-13 03:00:00,11,fri,3,4,5,13
2016-05-13 04:00:00,16,fri,4,4,5,13
2016-05-13 05:00:00,12,fri,5,4,5,13
2016-05-13 06:00:00,8,fri,6,4,5,13
2016-05-13 07:00:00,27,fri,7,4,5,13
2016-05-13 08:00:00,23,fri,8,4,5,13
2016-05-13 09:00:00,17,fri,9,4,5,13
2016-05-13 10:00:00,44,fri,10,4,5,13
2016-05-13 11:00:00,24,fri,11,4,5,13
2016-05-13 12:00:00,18,fri,12,4,5,13
2016-05-13 13:00:00,14,fri,13,4,5,13
2016-05-13 14:00:00,29,fri,14,4,5,13
2016-05-13 15:00:00,17,fri,15,4,5,13
2016-05-13 16:00:00,11,fri,16,4,5,13
2016-05-13 17:00:00,35,fri,17,4,5,13
2016-05-13 18:00:00,33,fri,18,4,5,13
2016-05-13 19:00:00,30,fri,19,4,5,13
2016-05-13 20:00:00,35,fri,20,4,5,13
2016-05-13 21:00:00,43,fri,21,4,5,13
2016-05-13 22:00:00,56,fri,22,4,5,13
2016-05-13 23:00:00,42,fri,23,4,5,13
2016-05-14 00:00:00,45,sat,0,5,5,14
2016-05-14 01:00:00,48,sat,1,5,5,14
2016-05-14 02:00:00,19,sat,2,5,5,14
2016-05-14 03:00:00,12,sat,3,5,5,14
2016-05-14 04:00:00,12,sat,4,5,5,14
2016-05-14 05:00:00,16,sat,5,5,5,14
2016-05-14 06:00:00,11,sat,6,5,5,14
2016-05-14 07:00:00,14,sat,7,5,5,14
2016-05-14 08:00:00,17,sat,8,5,5,14
2016-05-14 09:00:00,26,sat,9,5,5,14
2016-05-14 10:00:00,12,sat,10,5,5,14
2016-05-14 11:00:00,28,sat,11,5,5,14
2016-05-14 12:00:00,25,sat,12,5,5,14
2016-05-14 13:00:00,22,sat,13,5,5,14
2016-05-14 14:00:00,14,sat,14,5,5,14
2016-05-14 15:00:00,26,sat,15,5,5,14
2016-05-14 16:00:00,15,sat,16,5,5,14
2016-05-14 17:00:00,4,sat,17,5,5,14
2016-05-14 18:00:00,2,sat,18,5,5,14
2016-05-14 19:00:00,10,sat,19,5,5,14
2016-05-14 20:00:00,33,sat,20,5,5,14
2016-05-14 21:00:00,47,sat,21,5,5,14
2016-05-14 22:00:00,31,sat,22,5,5,14
2016-05-14 23:00:00,27,sat,23,5,5,14
2016-05-15 00:00:00,54,sun,0,6,5,15
2016-05-15 01:00:00,17,sun,1,6,5,15
2016-05-15 02:00:00,3,sun,2,6,5,15
2016-05-15 03:00:00,3,sun,3,6,5,15
2016-05-15 04:00:00,25,sun,4,6,5,15
2016-05-15 05:00:00,19,sun,5,6,5,15
2016-05-15 06:00:00,26,sun,6,6,5,15
2016-05-15 07:00:00,15,sun,7,6,5,15
2016-05-15 08:00:00,18,sun,8,6,5,15
2016-05-15 09:00:00,25,sun,9,6,5,15
2016-05-15 10:00:00,21,sun,10,6,5,15
2016-05-15 11:00:00,18,sun,11,6,5,15
2016-05-15 12:00:00,15,sun,12,6,5,15
2016-05-15 13:00:00,19,sun,13,6,5,15
2016-05-15 14:00:00,25,sun,14,6,5,15
